TweetId,Sentiment,TweetText
126256230397259776,positive,@apple @jilive @DanielPink: Apple sells 4 million iPhone 4S units in first weekend ... Steve Jobs brilliance lives on for ever! #iphone #RVA
126213333123743744,positive,@blackberry is like the #Titanic and it seems everyone is running for the @apple #iPhone life rafts and there won't be enough for everyone!
126195522691280896,positive,@bkad5161 than apologize to @apple ;)
126183339945234432,positive,@Apple downloads of iOS 5 are proving popular with users  -- http://t.co/NSHLfiUX
126180209501286400,positive,"Lmfao look at the argument I had with Siri !!
@ijustine @apple http://t.co/D4VjL7SI"
126164430546403328,positive,Incredible: 4 million iPhone 4Ss in 3 days. 135% better than the iPhone 4 http://t.co/1FMJxTMM @apple #iphone4s
126148685737361408,positive,Save me from #HP's unwanted OS! Help me buy an #iPhone! I have seen the light! #lol http://t.co/8gUP9Acz #backchannel @apple
126140794078892033,positive,Well @apple fixed my #ios5 battery drain problem with a replacement iPhone 4 -- it's working like a champ now
126134400466419712,positive,Currently ordering a BRAND NEW MACBOOK PRO!!! Bahhh... my MacBook is 5 years old. I'll miss it. But it's time. cc: @Apple -
126130991365500928,positive,you are so blessed. @apple
126116898051076096,positive,"#Siri now knows who my dad, mom, brother and girlfriend is.  Thanks @apple"
126116614495154176,positive,Well at least the @apple store has amazing call waiting music! #need4s
126112836219973632,positive,#sweet... #apple replaced my glass #probono. thank you @apple
126107965991297024,positive,Not Bad! @Apple Sells Over 4 Million #IPhones in Debut Weekend - Bloomberg http://t.co/AVSl3ygU - #smartphone #sm RT @VinodRad
126104732426186752,positive,"loving new technology from @apple iPhone 4s, mac air and iCloud are unreal #technology"
126097426493878272,positive,I'm loving this new IOS5 update :) @apple
126095744531832832,positive,Another mention for Apple Store: http://t.co/fiIOApKt - RT @floridamike Once again getting great customer service from the @apple store ...
126084907343691776,positive,Time to go get my iPhone 4s.  Looking forward to sticking it to the man by no longer paying for most texts.  Thanks @apple.
126079414986485761,positive,hey @apple I hate my computer i need a #mack wanna send me a free one.
126076743613284354,positive,Thank you @apple. My new gf(iphone4s) is great!  She does everything!
126076238375817216,positive,#iCloud set up was flawless and works like a champ! To the Cloud @Apple
126075534894571520,positive,@Wisconsin_Mommy @Apple I'd totally email the company... I always get great service at our @Apple store!
126064519943426048,positive,@apple loving the new IOS5 upgrade for the iPhone!
126063569660936193,positive,The nice @apple tech support guy fixed my iTouch =D
126063358037340161,positive,Once again getting great customer service from the @apple store at millenia mall.
126059405941809152,positive,Is it just me or is #iOS5 faster for the iPad? @apple
126059399319003136,positive,I love our @apple imac even though I haven't seen my hubby in 3 days now! #geek
126057030996852737,positive,making the switch from @Android to @Apple #iphone #iphone4S #smartphone #stevejobs (@ Apple Store) http://t.co/kj6pJvkH
126049183865114624,positive,So THANKFUL for the incredible people @apple for going above and beyond and offering to and replacing my  water-damaged Macbook Pro!!! Wow!
126040352237961217,positive,New macbook is too sick @apple
126040074595999746,positive,Play on ma man. Loving the camera in the #iphone4s. Well done @apple  #fb http://t.co/tmdFqRe1
126034495991328768,positive,So yeah... @apple #iOS5 #readinglists have changed my life. #nowicanspendevenmoretimeonmyphone.
126026756623831041,positive,@Apple Safari Reader owns the worldwide web
126019393460244481,positive,I love @apple service . My case has cracked 3x and I go in and they hand me a case and I walk out
126015087386431488,positive,"#10twitterpeopleiwouldliketomeet 
@coollike @TheGadgetShow  @thelittleappkid @Jon4Lakers @BenRubery @Apple @twitter @FXhomeHitFilm  (-2)"
126009748020658177,positive,Said to have laid out the next 4 years @apple.Jobs last iPhone is 2012 not the iPhone4S. iPhone(4G/5) 2012 is magical! http://t.co/DxxklUBp
126008369562652672,positive,"Kind of excited. On my way to my last class right now and then going to the @Apple store, so buy #MacOSC Snow Leopard and Lion :-)"
126002597063696384,positive,i used to be with @blackberry over 4-5yrs .. after all the disruptions and lost gigs thx to their service im moving to @apple #iphone
125999676972470272,positive,"Apple sells 4 million iPhones in 3 days @apple keep doing what you are doing, because you are doing it well! http://t.co/ZZc6bE0w"
125995158679461888,positive,Yessss! I'm lovin the iPhone update especially the slide down bar at top of screen =) good job @Apple.
125978568726560768,positive,"4 millions in a weekend, 16 #iPhone4S per second. This is madness?! no, this is @Apple !!!"
125974505385500672,positive,.@apple you got me. I'm now invested. MacBook Pro next year. Time to get on selling more of my #android gear
125960325437722624,positive,@iancollinsuk @apple I like what you did there...!
125959059957485569,positive,I just sent my grandma a post card using my #CardsApp thanks @Apple
125947912306954240,positive,"@KostaTsetsekas @apple Putting it in the wash is kind of the equivalent to ""Will it blend?"" Glad to hear it's still alive."
125947232359948288,positive,Laundering Ari's iPhone not my finest moment. But after drying in bag of (organic :-) rice for 4 days it booted up!!!!!!!!!!! @apple
125943290288803841,positive,"Bravo, @Apple! http://t.co/BgoTzj7K"
125940394566483968,positive,"God Bless @YouTube, @apple for  #appletv & our bad ass system. LOVING #PrincessOfChina. GB to @coldplay & @rihanna too :)"
125925618486489088,positive,Been off twitter for a few days as I smashed my iPhone but @apple were very nice and gave me a new one :)
125924446430183425,positive,Thank you @Apple iOS 5 for email pop up on the lock screen and opening it when unlocking.
125922999651139584,positive,One word - #wow. RT @jldavid iPhone 4S First Weekend Sales Top Four Million: http://t.co/Zx5Pw0GT (via @apple)
125909565031198720,positive,This good here iPhone will do me VERY well today. Thanks to the gods that are @apple.
125902301931126785,positive,RT @MN2NOVA: Love ios5 Easter eggs. Pull down from middle top to bottom and see what pulls down. Awesome little feature! #ios5 @apple
125901202591461376,positive,Love ios5 Easter eggs. Pull down from middle top to bottom and see what pulls down. Awesome little feature! #ios5 @apple
125900497327636480,positive,Love #ios5 Easter eggs. Pull down from middle top to bottom and see what pulls down. Awesome little feature! @apple #lovemyiphone
125898611572740097,positive,Updated my iOS and started using cloud services. Pretty bad ass @apple my #iPhone 3GS still the champ.
125850288488841217,positive,"Gone for a run, beautiful morning , man do I love iOS 5 @apple, #iPhone"
125840039031738368,positive,@apple your simply the best.
125794931439702016,positive,I must admit @apple has made me a very happy camper! I have text tones now! Lol! Ring tone: #MakeMeProud Drakes vers! Text tone: Nicki's
125728717942161408,positive,"Day305, I'm thankful for the great customer service received today from @Apple via phone CS, new phone on the way #365daysofgratefulness"
125727629012770816,positive,S/O to @apple for replacing my phone for free
125722746100531200,positive,Loving the new iPod update @apple
125717622728818688,positive,@alexlindsay My wife upgraded her iPhone 4. I think Siri alone is worth the upgrade. Looking forward to @Apple continuing to enhance Siri.
125714253452812288,positive,RT @tomkeene Thx @instagram Thx @apple #hypo #D-76 #tri-x http://t.co/BPPJwncp
125713935344214016,positive,@SteveJobs being honored tonite @Apple...A truly great loss to the world.He will so be missed
125712433087123456,positive,Thx @instagram Thx @apple #hypo #D-76 #tri-x http://t.co/D7EeJHBT
125708639607599104,positive,Loving my new #iPhone4S thanks @apple for #ios5
125706813583798274,positive,i love this. so much. thank you @apple.  http://t.co/Ui8lOEzX
125701161926930433,positive,@apple the iPhone 4s is great #genius
125699573799845888,positive,@apple Cards app notifies me the card I sent has arrived at local post office and should be delivered today... Sunday. Truly is #magic.
125688922410975232,positive,Love my new I0S5 @Apple updates. Just when I think it can't get any better somehow it simplifies my life more. That's right-it's an Apple.
125681742760771584,positive,@apple Siri is amazing
125680049478316032,positive,@rygurl you need an @apple iphone4S with Siri!
125677424565424128,positive,"Meet #Siri, your new iPhone butler. Click the link and be amazed by all it can do: http://t.co/lvfFdCEL @Apple"
125673004511412224,positive,"just my man @apple store in @schaumburg, whoops!!!!😁"
125667241978114048,positive,"So, I am using my work PC (NEVER EVER) to get a feel for it; it has the worst speakers ever!! @apple you have spoiled me!! #imamac"
125664375364255744,positive,I ♥ @Apple http://t.co/a8on3IAa
125662399217930240,positive,@apple just got the new iOS5 upgrade with iMessage...good luck surviving now @BlackBerry
125652668080336896,positive,Loving #iOS5 !! #awesome @Apple
125648027045199873,positive,"RT @MattyRiesz: @kathrynyee You were right, an iPhone is a must have. #addicted {WELCOME TO THE @APPLE CLUB}"
125645258003464192,positive,Thank you @apple for your innovations. Exhibit A: Guy playing with Facetime instead of watching game at sports bar. http://t.co/oU7K39ge
125643107260829697,positive,@blackberry boo hiss!............@apple wuhu!!!!!!!! When will my berry powered technology actually work??
125633677597229056,positive,@apple by far the best iPod and first time iPhone ever.... Good job guys
125633065757310976,positive,Thank you Steve @apple store 5th av. http://t.co/nSAisriP
125628199269961729,positive,@Apple's Siri is witchcraft.  What's next @googleresearch. 2 yr lead lost?
125623745284018176,positive,"@Apple iOS 5 is sweet! Notifications, phone search covers mail now, wifi sync, iCloud backup and integrated Twitter are all well done."
125618466353983488,positive,RT @katebetts: Another great James Stewart story in today's NY Times about importance of architecture in @apple retail success http://t. ...
125610372727193601,positive,Another great James Stewart story in today's NY Times about importance of architecture in @apple retail success http://t.co/Kniz452s
125608381431025664,positive,I &lt;3 @apple http://t.co/ondXWpEr
125596541028282369,positive,Welcome to the twitter world @MarkStuver. This is due to #iOS5 and @apple thanks guys.
125585606100267008,positive,Impressive service @apple genius bar metro centre. Power cable replaced free n booked in for screen replacement for free :- D
125562428200202240,positive,RT @deb_lavoy: the nice guy at the @apple store replaced my phone gratis when I showed him the hairline  crack on the screen. thanks @apple
125561950376701952,positive,the nice guy at the @apple store replaced my phone gratis when I showed him the hairline  crack on the screen. thanks @apple
125550135911518209,positive,"My iPhone 4S battery lasted longer than a day. That hasn't happened since my edge iPhone. Nice job, @apple."
125547297072357376,positive,It would have taken me 15 mins to write this with my #Blackberry. Thank u @Apple 4s for converting me and showing me the grass is greener!
125539788546781185,positive,RT @herahussain: @RickySinghPT got a new backside for my eye phone! V impressed with @apple
125537993942515712,positive,@RickySinghPT got a new backside for my eye phone! V impressed with @apple
125537578974851072,positive,#iPhone 4S in Space http://t.co/jINNHVwz this is amazing #creative @apple your products inspire people to do unbelievable things
125524107386302465,positive,Thank you @apple for making my iPad 2 feel like new again with your new iOS 5!
125523414298533888,positive,"_ibertaddigital.tv/ iPad a briliant SteveJobs produck ,http://t.co/00ohfLY6
@Apple present... http://t.co/DBbWSDpx"
125501576952553472,positive,Using my awsome iPad... I love it. I love my MacBook too and my iPod. It's all amazing! I love @apple
125501281753251840,positive,@apple iOS 5 upgrade done ...... Much better feature..... Few more feature required
125495491701125120,positive,New iOS 5 update is THE BEST. iloveyou @apple
125459338524499969,positive,"Finally got my iPhone 4S, thanks @Apple. Stupid @att. Learned my lesson."
125455260801179648,positive,"I absolutely love my iPhone 4S. Thank you, Steve and @apple."
125423290767507456,positive,@apple - you have invented a product that actually gets my brother to call my parents when he gets where he's going. Amazing. #siri #ipod4s
125416879035658240,positive,"dammit, listening to siri is making me want to upgrade. well played @apple."
125407532893224962,positive,"Create new folders from within your photo album in #iOS5, finally!! Thanks @Apple, that's been a thorn in my side for a while. #newfeature"
125402636764712960,positive,Video card on @Kimaris workstation died after just six months. So long @hp. Hello @apple.
125402412147146752,positive,@Blackberry & @Facebook U R really about to make me throw this @Blackberry in the trash an get an @Apple iPhone! @Facebook upload issues!
125393816470568961,positive,#iOS5 update submitted to @apple! Thanks for all the support!
125356807626559488,positive,Awesome service from the @apple store in pc. Thanks chris!
125343429289984000,positive,RT @To1ne: .@apple thanks for fixing this... http://t.co/wTj1ogDO
125338216411828224,positive,I am crazy about #iOS5 . The photo cropping is the best! @apple
125333598197911552,positive,.@apple thanks for fixing this... http://t.co/wTj1ogDO
125330595302744064,positive,Hell yes!!! Got my contacts back!!  Thanks @apple
125319163366473728,positive,RT @SawyerHartman: I FU*KING LOVE YOU @APPLE this phone is the best thing ever !! SIRI = BEST THING EVER MADE
125313088160411649,positive,@apple has changed life.
125309946723188736,positive,Mad props to the @apple employee that didn't charge me to replace the back plate on my iPhone! Made my day!
125281706327552001,positive,"@jonsibley Actually, the @Apple  mouse is pretty sweet man."
125279987254300672,positive,The #iphone4s is  amazing. Siri's voice recognition is absolutely a step above previous attempts. Bravo @apple
125264731035537409,positive,Finally got the @apple IPhone thanks to @sprint getting with the times
125256305647693825,positive,#iOs5 is nice and as it had to be ! Thanks @Apple
125252188065902592,positive,Good support fm Kevin @apple #Bellevue store 4 biz customers TY!
125243911538098176,positive,Just downloaded IOS 5. It's better than I expected! #thankyou @apple
125238017299451905,positive,@Apple: Siri is amazing!!! I'm in love!
125165176772247552,positive,Love love love iOS 5!! @apple
126418790706712576,negative,RT @cjwallace03: So apparently @apple put MB cap on your SMS with the new update. 25mb storage before it tells you your inbox is full. W ...
126417285559762944,negative,"RT @Jewelz2611 @mashable @apple, iphones r 2 expensive. Most went w/ htc/galaxy. No customer loyalty w/phone comp.."
126416915664084992,negative,"@mashable @apple, iphones r 2 expensive. Most went w/ htc/galaxy. No customer loyalty w/phone comp.."
126416109212680192,negative,THiS IS WHAT WiLL KiLL APPLE http://t.co/72Jw4z5c RiP @APPLE
126411162622496768,negative,@apple why my tunes no go on my iPhone? iPhone lonely without them. silly #iOS5
126410591949697024,negative,@apple needs to hurry up and release #iTunesMatch
126409696553861121,negative,Why is  #Siri always down @apple
126408864387182593,negative,I just need to exchange a cord at the apple store why do I have to wait for a genius? @apple
126408052525105153,negative,"@apple AirDrop #fail - Immediate ""declined your request."" every time"
126407767132078082,negative,good article about why @apple fucked it all up with lion and their future. http://t.co/zNDP9Vr6 #fb
126405405667627008,negative,RT @radlerc: Yellowgate? Some iPhone 4S Users Complain of Yellow Tint to Screen http://t.co/uaqrxTNk @apple @iphone4s
126405185630253056,negative,Yellowgate? Some iPhone 4S Users Complain of Yellow Tint to Screen http://t.co/uaqrxTNk @apple @iphone4s
126405040809312256,negative,The one #iphone feature still missing since @apple first showed it.. Contacts pictures on the contacts list! Simple yet 5 major updates miss
126400637930979329,negative,Asked siri is she dreams of electric sleep. Was disappointed that she didn't have a snippy answer.  Missed opportunity @apple
126394680903614465,negative,"@paulens It surprises me that @Apple throws up an error alert about authorizing, and there's no ""Authorize this computer"" button."
126393717421645825,negative,@Lisa_Marie1987 shhhh. the evil sith lords @apple may hear you ha!
126393204550537216,negative,FUCK YOU @apple DIE IN A FUCKING BLAZE INFERNO.
126392402083708928,negative,"Oh, @apple. Steve obviously had nothing to do with iPhoto, as it's the perfect opposite of 'insanely great'. Get it fixed, please."
126391082308206593,negative,OMG @apple WHY THE FUCK DID YOU DELETE ALL MY MUSIC YOU DICKS
126389218284015616,negative,@ryanbaldwin @apple So in iTunes I go Store -&gt; Authorise… why doesn't it just auto-authorise it when I sign into iTunes? Grrrr...
126388194194362369,negative,"Seriously - I have absolutely no offing clue what @Apple means by ""authorization"", nor how to do it."
126388023725268992,negative,"Boy, could @apple make it any harder to put my purchased music from the cloud on to my new macbook pro? ""You must authorize this computer…"""
126385036441296896,negative,"shit, shit, shit. IOS5 update ate all my apps, data and media just like @apple said it would. This is going to take some time to rebuild."
126382959711358976,negative,. @apple & @AT&T u cannot tell me there isn't at least 1 64GB iPhone 4S in LA or Vegas!! Give me a fucking break!!!!
126382051661328385,negative,Love @apple downloads. 4 hours and i-pad now wonky! #ripstevejobs #thenonsensepersists #neednewipadguide #fatfuckingchance
126381519513194497,negative,Dear @apple My new Air is now a notbook since your update killed #wifi #bug #destroying #productivity
126380588822298625,negative,"I am so done with @Att and @apple 's profitering and lack of customer service, so fucking down with both!!!"
126380553464315904,negative,It would be great If @Apple would send my new phone. #frustrated
126377298650861568,negative,@apple thank you for ruining my 3GS with #iOS5. You've just turned my phone into an utterly useless pile of shit.
126375381249966080,negative,"@rogerweir no but I have the option of a  replacement iPhone 4s ?
Not sure if I want one after having 2 duff iPhones.
@O2 @iphone4s @apple"
126372694118768640,negative,So apparently @apple put MB cap on your SMS with the new update. 25mb storage before it tells you your inbox is full. What is this 2001?
126372040696541184,negative,"You know @apple It's been almost a week since I paid for iTunes Match, I would really like to use it. Any ETA on a fix?"
126363154837020672,negative,removing all @apple shit.
126361483432038400,negative,So @PhoenixSwinger 's iPhone 4 is giving her a hella hard time w/ the iOS5 update @apple
126358781633368064,negative,What??? I that sucks hello @apple RT @PhoneDog_Aaron Interesting note - DROID RAZR's battery isn't removable.
126358301393956866,negative,@Apple can't send me an iPhone preordered 1hr after launching but they cans send 5 or 10 to all the jackasses who want to shoot or blend 'em
126358272084152320,negative,Gotta say the @Apple itouch iphone shuffle etc.. sound quality is AWFUL.. painfully crap. Its been a downgrade from @Sony sound quality wise
126357580741226496,negative,"@bisquiat @Apple the upgrade just slows down my phone so much, it's stuck half the time. uch. thankfully no other damage. sucks for you :("
126357227727626240,negative,@Mayati I think @Apple didn't do such a thorough job with the step x steps for upgrade and move to iCloud. Now it's cost me mightily.
126354628999778305,negative,Hey @apple now I have iOS5 my iPhone doesn't include songs that are on compilation albums under the artist's name. #whaddupwitdat
126351972948393984,negative,@NickTheFNicon He can send but not rcve txts so he has an apt @apple at 4pm.Then he exclaims: And I waited a whole YEAR for this phone!!LMAO
126348169826148352,negative,Total chaos at @apple store regent street. Like an Ethiopian feeding station. Can't believe this is same co. that makes all that cool shit.
126344426854416385,negative,"@FishMama: If you made a purchase, just wait for the @apple survey! hate going b/c of the bad #custserv"
126343931117047808,negative,Correction: @ Best Buy kudos to Chris @ Alamo Ranch S.A. TX-fixed issues couldn't resolve after 1/2 day w/ @ATT & @Apple. Hero of my day!
126343679785959424,negative,"@phxguy88 @Apple @BGR That's why all the ppl who stand in line for hrs to get the ""newest"" model are suckers..."
126343214805426176,negative,Would it kill @apple to put a braille type bump on their earbuds so we know which bud is R and L in the dark.
126334597431697408,negative,@APPLE Wow @MOTOROLA Just crushed your dreams....
126331480233353216,negative,"RT @phxguy88: Oh, just fuck you, @apple. Already?? ---&gt;  iPhone 5 on schedule for summer launch? http://t.co/Ofh9PTaG via @BGR"
126331327271284736,negative,"Oh, just fuck you, @apple. Already?? ---&gt;  iPhone 5 on schedule for summer launch? http://t.co/Ofh9PTaG via @BGR"
126327808803880960,negative,"@apple, 
No, I won't wait until thursday for an available appointment just so a 'genius' can tell me I'm shit out of luck. #now"
126325125749542913,negative,WTF?!?! @apple the new iOS 5 doesn't allow you NOT to get push notifications from newstand? and SIRI just keeps yapping FUCK!
126324573384871936,negative,"@Apple, on the #iPad with #iOS5, why has the Messages Icon been included when it can't be used?"
126324389741473792,negative,@Steelo254 yea! I pre-order through @apple and they sorry too just like #AT&T
126324077513293824,negative,Interesting... @apple now requires you to have a reservation ?         #apple #iphone #4S    :  http://t.co/zZK4fTii
126321169468100609,negative,@apple why is my iPhone battery so crappy #fail
126320033369563138,negative,My @Apple @macbook keyboard will not type :(
126310645443461121,negative,"Why doesn't @apple iCloud sync Stickies? They've always been around, just nothing every progressed w/ them!! Why apple why?  @gruber"
126309616391950336,negative,"@apple, your new ""Save a Version"" function in Pages is absolutely the most awful, interrupting, counter-intuitive piece of crap in the world"
126307071984545793,negative,I hate my @apple computer.  Thats 3500 dollars down the drain.
126302386644975616,negative,@apple my iPhone is charging very slowly!!!!!
126299379832336384,negative,"@Apple #iOS5 gm on ipad1 is very slow wash better on beta7/8 solve this problem, or give me the ipad2"
126297326565330944,negative,"@apple Wish I could pick month, day, and YEAR when setting a new calendar item on my iPhone. Why hasn't the new iOS fixed this yet?!"
126292335540699136,negative,"@Apple iTunes is the worst program ever. For such a great phone, you make some awful software."
126286814578348032,negative,One would think the voice recognition on the @apple tech support line would work a little better.
126283602571964416,negative,"@apple $319 to repair my iPad 2, Apple you've lost me and my $700 a year, Android here I come!"
126281019476291585,negative,"@azee1v1 @apple @umber Proper consolidation, proper syncing, stop losing my PURCHASED items, checkboxes that do what you think they will do."
126280555980529664,negative,@AsimRang @apple @umber the desktop app is wack though
126279811151831042,negative,I made a reservation and yet I still have to wait in line. Humpt! Oh @apple (@ Apple Store w/ 2 others) http://t.co/JZmVBdNm
126258214412091392,negative,Frustrated that I bought a new macbook pro from @apple only to find it doesnt ship with media! #expensivepaperweight
126257645282799616,negative,Dear @apple. I had to turn off all those awesome featured you just enabled. Data plan can't handle it. 200 mb of data just because #
126251052667375616,negative,#DontBeMadAtMeBecause #Android is by far better than @Apple
126247557339947008,negative,@apple is there a problem with iOS 5 that is preventing audio apps and audio functions from operating properly? I keep losing sound.
126243680129523712,negative,@apple #apple One thing I hater about this #mouse the #buttery finish so fast am not #happy now #macworld @macworld http://t.co/5Uh4a4Vt
126240605419487232,negative,Hey @Apple: stop sending your automatically-depreciate-all-iPhones-older-than-the-4s signal. My #iPhone4 is dying rapidly processor-wise.
126238223537152001,negative,Only thing bad about the new @canon camera is that it has two compact flash cards... not one of SD. SD goes in my @apple computer. Damn you!
126221894126022656,negative,Wtf @apple 64 pages for the new terms & conditions when u update ur apps from the iTunes store. Do u really think we'll read em? Really???
126189036644728832,negative,fuck u @apple
126188946974720000,negative,oh and prolly ganna be late to work bc @apple has screwed me and my phone has my only alarm on it
126188717902802944,negative,why the fuck dose my phone decide its just ganna freeze every time i try to update it so fucking sick of @apple
126188686453907457,negative,. if u need me just text me o wait u i wont get it cuz @apple fucks me every time #fuckingpissed
126182880123695104,negative,"iMessage doesn't show the time a message was sent, annoying @apple"
126167083334643713,negative,Like @apple da fuck is this shit?  http://t.co/nb4DHlSg
126163315499081728,negative,RT @CircusTK: I'm wit chu!! “@ShayDiddy: Officially boycotting @ups!!! Calling @apple to curse them out next for using them wasting my t ...
126163250172801024,negative,Damn it @Apple!! Whatchu done to my phone??
126158846375903233,negative,"Samsung seeks iPhone 4S ban in Japan and Australia
Patent war intensifies with injunction sought against @Apple http://t.co/QmwjTvnk"
126155291288023040,negative,"@apple, why is it every time there is iOS software update my iPad goes dead and I need to totally restore? #fail"
126153311521996800,negative,@apple #iOS.5 has been nothing but a pain in the ass no room for my music.. Or photos.. Or apps! Can I undo this garbage??
126148955217203200,negative,RT @RedDeerSteph: @Joelplane @apple I hear you! I've had trouble with my 3 & now 4. I've even turned down brightness. #andshuttingdownru ...
126148565302128640,negative,@Joelplane @apple I hear you! I've had trouble with my 3 & now 4. I've even turned down brightness. #andshuttingdownrunningprograms #nohelp
126143926523539457,negative,@albertmal88 remember @apple is evil. #icloud entering the #dropbox market
126141077131497472,negative,9% now on my second full charge of the day. Pissed @Apple
126132919117938689,negative,RT @ShayDiddy: @CircusTK @ups @apple both of them are bs!!! How do u tell me go between a certain time ONLY and the muh fuh is closed!
126131535211536384,negative,I'm wit chu!! “@ShayDiddy: Officially boycotting @ups!!! Calling @apple to curse them out next for using them wasting my time!”
126129938247061504,negative,"ugh! @apple, you’re reservation page for the iPhone is NOT working."
126129582326816769,negative,iTunes is @apple's worst product. Worse than the #Newton or the hockey puck mouse. It's utterly painful to use.
126128599030956032,negative,"Deár iCloud I HATE U , AND I HOPE YOU DIE , YOU ARE THE WORST FUCKING INVENTION IN THE WORLD , FUCK YOUUUUUUUUUUUU #iCloud @apple @stevejobs"
126127465155403777,negative,i update to ios 5 and lose everything on my phone and it wont let me sign into my itunes account... thanks @Apple
126126605344047105,negative,Suddenly lost all address book on @3GS iPhone. And someone was using my @Apple ID. It all fucked up.
126121175926571009,negative,oh.. my iphone is overcapacity huh?! -____-  @Apple won't let me be great!!!
126118222746497025,negative,Issues with updating iTunes on my windows pc - they really are not compatible.... Sent more time talking to @Apple care than using it!!
126106964420857857,negative,@apple u guys are gay
126099775417364480,negative,"Restored my iPhone. STILL NO TEXTS. DEAR @APPLE Y NO LOVE, Y RESTRICTIONS ON MY SMS?  Y NO TEXTS.... #iOS5 #iOS5atemydingo"
126096173198082048,negative,none of my apps work after the new ios from @apple. what do i do?!?
126094194312876032,negative,"Seemingly endless loop of calls to @apple, @ups, @verizonwireless to investigate my missing #iphone4s. #crankywithnophone"
126089287660863488,negative,@Wisconsin_Mommy @apple that's terrible!  I hope you get an apology!
126088404084588546,negative,@zombiebomber have been on the phone with @verizonwireless and @apple pretty much ever since then. Really annoyed.
